HATHI_ID,TITLE,YEAR,AUTHOR,BIG5?,BIG6?,CLASS
mdp.39015019783672,Sir Walter Scott; the great unknown.,1970,"Johnson, Edgar.",1,1,SAMPLE
mdp.39015026261639,Philosophy for a new generation [compiled by] A. K. Bierman [and] James A. Gould.,1970,"Bierman, A. K. 1923-",1,1,SAMPLE
mdp.39015003330910,Structures of experience; essays on the affinity between philosophy and literature [by] Richard Kuhns.,1970,"Kuhns, Richard Francis, 1924-",1,1,SAMPLE
mdp.39015022206646,"Great twentieth century Jewish philosophers: Shestov, Rosenzweig, Buber, with selections from their writings. Edited and with introductions by Bernard Martin.",1970,"Martin, Bernard, 1928-",1,1,SAMPLE
mdp.39015002343641,Philosophy in the age of crisis.,1970,"Kuykendall, Eleanor, 1938-",1,1,SAMPLE
mdp.39015001673907,"The bridge of criticism; dialogues among Lucian, Erasmus, and Voltaire on the Enlightenment --on history and hope, imagination and reason, constraint and freedom--and on its meaning for our time.",1970,"Gay, Peter, 1923-",1,1,SAMPLE
mdp.39015039465318,Breeds of men; toward the adulthood of humankind [by] J. Samuel Bois.,1970,"Bois, Joseph Samuel.",1,1,SAMPLE
mdp.39015002612524,"Rationalism, empiricism, and pragmatism: an introduction.",1970,"Aune, Bruce, 1933-",1,1,SAMPLE
mdp.39015002283938,Introduction to structuralism. Edited and introduced by Michael Lane.,1970,"Lane, Michael, 1941-",1,1,SAMPLE
mdp.39015008230941,"Themes in American philosophy: purpose, experience, and community [by] John E. Smith.",1970,"Smith, John E. 1921-2009.",1,1,SAMPLE
uc1.32106000044278,Ethical naturalism: Hobbes and Hume [by] J. Kemp.,1970,"Kemp, J.",1,1,SAMPLE
txu.059173023856300,"Kant's moral philosophy, by H.B. Acton.",1970,"Acton, H. B. 1908-",1,1,SAMPLE
mdp.39015051235110,Understanding symbolic logic [by] Gerald J. Massey.,1970,"Massey, Gerald J.",1,1,SAMPLE
mdp.39015009371504,Symbolic logic; an introduction [by] Richmond H. Thomason.,1970,"Thomason, Richmond H.",1,1,SAMPLE
mdp.39015004029107,"The web of belief, by W. V. Quine [and] J. S. Ullian.",1970,"Quine, W. V.",1,1,SAMPLE
mdp.39015011894188,Axiological ethics [by] J. N. Findlay.,1970,"Findlay, J. N. 1903-",1,1,SAMPLE
mdp.39015013978716,An introduction to the philosophy of time and space [by] Bas. C. Van Fraassen.,1970,"Van Fraassen, Bas C., 1941-",1,1,SAMPLE
mdp.39015005750644,Reason and right: a critical examination of Richard Price's moral philosophy [by] W. D. Hudson.,1970,"Hudson, W. D.",1,1,SAMPLE
mdp.39015010395971,"Modern moral philosophy, by W. D. Hudson.",1970,"Hudson, W. D.",1,1,SAMPLE
mdp.39015002330515,3 issues in ethics.,1970,"Macquarrie, John.",1,1,SAMPLE
uc1.b4887650,The scientific study of religion [by] J. Milton Yinger.,1970,"Yinger, J. Milton 1916-",1,1,SAMPLE
mdp.39015004843689,"Philosophy of religion, edited by Steven M. Cahn.",1970,"Cahn, Steven M.,",1,1,SAMPLE
uva.x000371645,Belief in God; a study in the epistemology of religion [by] George I. Mavrodes.,1970,"Mavrodes, George I.",1,1,SAMPLE
uva.x000390462,Philosophy and religious belief [by] George F. Thomas.,1970,"Thomas, George F. 1899-1977",1,1,SAMPLE
mdp.39015006012457,"Personality and religion; the role of religion in personality development. Edited by William A. Sadler, Jr.",1970,"Sadler, William Alan,",1,1,SAMPLE
uva.x000184527,"Sociology and the study of religion; theory, research, interpretation [by] Thomas F. O'Dea.",1970,"O'Dea, Thomas F.",1,1,SAMPLE
uva.x000764626,"Nationalism and religion in America: concepts of American identity and mission, edited by Winthrop S. Hudson.",1970,"Hudson, Winthrop S. 1911-",1,1,SAMPLE
mdp.39015000699358,"Religion and political development, an analytic study.",1970,"Smith, Donald Eugene, 1927-",1,1,SAMPLE
mdp.39015026459068,Transforming light; the living heritage of world religions [by] Albert Vail and Emily McClellan Vail.,1970,"Vail, Albert Ross, 1880-",1,1,SAMPLE
mdp.39015008614854,"Religion and the scientific future; reflections on myth, science, and theology, by Langdon Gilkey. -",1970,"Gilkey, Langdon, 1919-2004.",1,1,SAMPLE
mdp.39015026268816,The ignorance of certainty [by] Ashley Montagu and Edward Darling.,1970,"Montagu, Ashley, 1905-1999.",1,1,SAMPLE
uva.x000216784,Death and immortality [by] D. Z. Phillips.,1970,"Phillips, D. Z.",1,1,SAMPLE
uva.x000360518,"American mysticism, from William James to Zen [by] Hal Bridges.",1970,"Bridges, Hal, 1918-2010",1,1,SAMPLE
mdp.39015000515141,"Knowing; essays in the analysis of knowledge, edited by Michael D. Roth [and] Leon Galis.",1970,"Roth, Michael David, 1936-",1,1,SAMPLE
mdp.39015000569189,To a dancing God. -,1970,"Keen, Sam.",1,1,SAMPLE
uva.x000238004,"Mysticism: a study and an anthology, [by] F. C. Happold.",1970,"Happold, F. Crossfield 1893-1971",1,1,SAMPLE
mdp.39015004105071,Religion and secularisation.,1970,"Pratt, Vernon.",1,1,SAMPLE
uc1.b4887755,Arguments and doctrines; a reader of Jewish thinking in the aftermath of the holocaust. Selected with introductory essays by Arthur A. Cohen.,1970,"Cohen, Arthur Allen, 1928-",1,1,SAMPLE
mdp.39015049238424,Heirs of the Pharisees [by] Jakob J. Petuchowski.,1970,"Petuchowski, Jakob Josef, 1925-",1,1,SAMPLE
mdp.39015004983840,Western society and the Church in the Middle Ages [by] R. W. Southern.,1970,"Southern, R. W. 1912-2001.",1,1,SAMPLE
mdp.39015004245919,Church in a Marxist society; a Czechoslovak view.,1970,"Lochman, Jan Milič.",1,1,SAMPLE
mdp.39015020731223,"Classical statements on faith and reason. Edited, with an introd., by Ed. L. Miller.",1970,"Miller, Ed. L. 1937-",1,1,SAMPLE
mdp.39015004948876,Arguments for the existence of God.,1970,"Hick, John, 1922-2012.",1,1,SAMPLE
mdp.39015008579040,The God of evil: an argument from the existence of the Devil.,1970,"Sontag, Frederick.",1,1,SAMPLE
mdp.39015018631542,The founder of Christianity [by] C. H. Dodd.,1970,"Dodd, C. H. 1884-1973.",1,1,SAMPLE
uc1.b4887279,Was Jesus married? The distortion of sexuality in the Christian tradition [by] William E. Phipps.,1970,"Phipps, William E., 1930-",1,1,SAMPLE
mdp.39015030434370,"Industrial concentration, [by] M. A. Utton.",1970,"Utton, M. A. 1939-",1,1,SAMPLE
mdp.39015001814758,Nationalized industries [by] Graham L. Reid and Kevin Allen.,1970,"Reid, Graham L.",1,1,SAMPLE
mdp.39076005954800,Rousseau and nationalism [by] Anne M. Cohler.,1970,"Cohler, Anne M.",1,1,SAMPLE
uc1.b3975628,"Sociologists, economists and democracy [by] Brian Barry.",1970,"Barry, Brian M.",1,1,SAMPLE
mdp.39015000132525,In defense of anarchism.,1970,"Wolff, Robert Paul.",1,1,SAMPLE
mdp.39015003839878,Points of rebellion [by] William O. Douglas.,1970,"Douglas, William O. 1898-1980.",1,1,SAMPLE
mdp.39015030484276,Politics as the master science: from Plato to Mao [by] Herbert J. Spiro.,1970,"Spiro, Herbert J.",1,1,SAMPLE
uc1.32106001647731,Classical rhetoric in English poetry.,1970,"Vickers, Brian.",1,1,SAMPLE
mdp.39015008241203,The substance that is poetry.,1970,"Coffin, Robert P. Tristram 1892-1955.",1,1,SAMPLE
mdp.39015055390226,"Nothing but a fine tooth comb; essays in social criticism, 1944-1969, by David T. Bazelon.",1970,"Bazelon, David T., 1923-",1,1,SAMPLE
uva.x000209805,"Canada's first century, 1867-1967.",1970,"Creighton, Donald Grant, 1902-1979",1,1,SAMPLE
mdp.39015019754665,The FLQ; seven years of terrorism. Text by James Stewart. Design by Robert R. Reid. Foreword by Frank B. Walker.,1970,"Stewart, James Plussey, 1928-1970.",1,1,SAMPLE
mdp.39015005784999,"The great pursuit [by] Herbert Molloy Mason, Jr.",1970,"Mason, Herbert Molloy.",1,1,SAMPLE
mdp.39015005419414,Political leaders of Latin America.,1970,"Bourne, Richard, 1940-",1,1,SAMPLE
mdp.39015011331397,The golden Antilles.,1970,"Severin, Timothy.",1,1,SAMPLE
mdp.39015005439958,Piety in the public school; trends and issues in the relationship between religion and the public school in the United States.,1970,"Michaelsen, Robert S., 1919-",1,1,SAMPLE
mdp.39015066056204,"Of singular benefit; the story of Catholic education in the United States, by Harold A. Buetow.",1970,"Buetow, Harold A.",1,1,SAMPLE
uc1.b4370393,Teaching the humanities; selected readings.,1970,"Schwartz, Sheila, 1929-",1,1,SAMPLE
mdp.39015008352141,Letter to the alumni [by] John Hersey.,1970,"Hersey, John, 1914-1993.",1,1,SAMPLE
mdp.39015009436232,The Nashville sound: bright lights and country music.,1970,"Hemphill, Paul, 1936-2009.",1,1,SAMPLE
mdp.39015009454607,"Explore and discover music; creative approaches to music education in elementary, middle, and junior high schools.",1970,"Marsh, Mary Val.",1,1,SAMPLE
mdp.39015009610265,The complete operas of Verdi.,1970,"Osborne, Charles, 1927-",1,1,SAMPLE
mdp.39015004984632,The forgotten minority; America's tenant farmers and migrant workers [by] Ruth Holland. -,1970,"Holland, Ruth Robins, 1924-",1,1,SAMPLE
uc1.b4400981,"Law and resistance, American attitudes toward authority. Edited by Laurence Veysey.",1970,"Veysey, Laurence R.",1,1,SAMPLE
mdp.39015030154028,The storefront; a community of children on 129th Street & Madison Avenue.,1970,"O'Gorman, Ned, 1929-",1,1,SAMPLE
mdp.39076005234062,Florentine Renaissance sculpture. -,1970,"Avery, Charles.",1,1,SAMPLE
mdp.39015008410741,"The principles of scientific thinking, by R. Harré.",1970,"Harré, Rom.",1,1,SAMPLE
mdp.39015010775198,"The timely and the timeless; the interrelationships of science, education, and society, by Bentley Glass. Foreword by Ward Madden.",1970,"Glass, Bentley, 1906-2005.",1,1,SAMPLE
mdp.39015012939255,Physical reality; philosophical essays on twentieth-century physics. Edited by Stephen Toulmin.,1970,"Toulmin, Stephen, 1922-2009.",1,1,SAMPLE
wu.89037586617,Elements of physical science: the nature of matter and energy [by] Verne H. Booth.,1970,"Booth, Verne Hobson.",1,1,SAMPLE
mdp.39015004348416,"Physical foundations of radiology [by] Paul N. Goodwin, Edith H. Quimby [and] Russell H. Morgan.",1970,"Goodwin, Paul N.",1,1,SAMPLE
mdp.39015065704853,"Modern chemistry: selected readings, edited by J. G. Stark.",1970,"Stark, J. G.",1,1,SAMPLE
mdp.39076006921907,Memories [by] Julian Huxley.,1970,"Huxley, Julian, 1887-1975.",1,1,SAMPLE
mdp.39015019206369,Beyond the aspen grove. With drawings by the author.,1970,"Zwinger, Ann.",1,1,SAMPLE
uc1.b4321428,Communities and ecosystems [by] Robert H. Whittaker.,1970,"Whittaker, Robert Harding, 1920-",1,1,SAMPLE
mdp.39015011744730,Aquatic productivity : an introduction to some basic aspects of biological oceanography and limnology / W. D. Russell-Hunter.,1970,"Russell-Hunter, W. D., 1926-",1,1,SAMPLE
mdp.39015004625656,Cell division and heredity.,1970,"Kemp, Roger, 1933-",1,1,SAMPLE
mdp.39076006420967,Principles and methods of plant biosystematics [by] Otto T. Solbrig.,1970,"Solbrig, Otto Thomas.",1,1,SAMPLE
mdp.39015065928916,The Penguin guide to British zoos.,1970,"Schomberg, Geoffrey, 1927-",1,1,SAMPLE
uc1.b5036074,"Patterns and principles of animal development [by] John W. Saunders, Jr",1970,"Saunders, John Warren, 1919-",1,1,SAMPLE
mdp.39015002732181,Science & secularity; the ethics of technology [by] Ian G. Barbour.,1970,"Barbour, Ian G.",1,1,SAMPLE
mdp.39015002040726,Design and use of computer simulation models [by] James R. Emshoff [and] Roger L. Sisson.,1970,"Emshoff, James R.",1,1,SAMPLE
mdp.39015002000878,Computerized management information systems [by] Joseph F. Kelly.,1970,"Kelly, Joseph F.",1,1,SAMPLE
mdp.39015006056058,The computer revolution; the executive and the new information technology.,1970,"Tomeski, Edward Alexander.",1,1,SAMPLE
uc1.$b661727,"Terracide; America's destruction of her living environment, by Ron M. Linton.",1970,"Linton, Ron M., 1929-",1,1,SAMPLE
mdp.39015002821398,Technology in the ancient world. With drawings by Judith Newcomer.,1970,"Hodges, Henry, 1920-",1,1,SAMPLE
mdp.39015058805469,"The fine structure of the nervous system; the cells and their processes [by] Alan Peters, Sanford L. Palay [and] Henry De F. Webster. -",1970,"Peters, Alan, 1929-",1,1,SAMPLE
mdp.39015009551386,The body has a head.,1970,"Eckstein, Gustav, 1890-",1,1,SAMPLE
uc1.b5016596,Skeletal renewal and metabolic bone disease [by] William Hamilton Harris [and] Robert Proulx Heaney.,1970,"Harris, William H. 1927-",1,1,SAMPLE
mdp.39015004417963,Control of gastrointestinal function; an introduction to the physiology of the gastrointestinal tract [by] Frank B. Brooks.,1970,"Brooks, Frank P., 1920-",1,1,SAMPLE
mdp.39015000295736,Research and the individual : human studies / Henry K. Beecher.,1970,"Beecher, Henry K. 1904-1976.",1,1,SAMPLE
uc1.b4095734,The sociology of health; an introduction [by] Robert N. Wilson,1970,"Wilson, Robert Neal, 1924-",1,1,SAMPLE
mdp.39015031500963,"The American health empire: power, profits, and politics, prepared by Barbara & John Ehrenreich.",1970,"Ehrenreich, Barbara.",1,1,SAMPLE
mdp.39015007426490,Epidemiology; principles and methods [by] Brian MacMahon [and] Thomas F. Pugh.,1970,"MacMahon, Brian, 1923-2007.",1,1,SAMPLE
mdp.39015016172366,"The practice of community mental health, by 55 authors. Edited by Henry Grunebaum. Foreword by Jack R. Ewalt.",1970,"Grunebaum, Henry, 1926-",1,1,SAMPLE
mdp.39015006013067,The theory and practice of mental health consultation.,1970,"Caplan, Gerald.",1,1,SAMPLE
uc1.$b658966,Five patients : the hospital explained / Michael Crichton.,1970,"Crichton, Michael, 1942-2008.",1,1,SAMPLE
mdp.39015003818518,The medical offenders [by] Howard R. and Martha E. Lewis. With a pref. by James L. Goddard.,1970,"Lewis, Howard R.",1,1,SAMPLE
mdp.39015003824532,Manual of laboratory medicine.,1970,"Brughera-Jones, Antonella, 1930-",1,1,SAMPLE
mdp.39015004420603,Interpretation of diagnostic tests : a handbook synopsis of laboratory medicine / [by] Jacques Wallach.,1970,"Wallach, Jacques B. 1926-2010.",1,1,SAMPLE
mdp.39015003769299,Exfoliative cytopathology / [by] Zuher M. Naib.,1970,"Naib, Zuher M., 1927-",1,1,SAMPLE
mdp.39015003776500,"Medicine; essentials of clinical practice, : by 62 authors. Edited by Chester S. Keefer [and] Robert W. Wilkins.",1970,"Keefer, Chester S. 1897-1972.",1,1,SAMPLE
mdp.39015003803718,Brain damage and the mind.,1970,"Williams, Moyra.",1,1,SAMPLE
mdp.39015000285190,Movement therapy in hemiplegia: a neurophysiological approach. With a foreword by Helen J. Hislop. Drawings by Phillip Carson.,1970,"Brunnstrom, Signe.",1,1,SAMPLE
mdp.39015003804799,Stuttering : research and therapy / [by] Joseph G. Sheehan [and others] Under advisory editorship of J. Jeffery Auer.,1970,"Sheehan, Joseph Green, 1918-",1,1,SAMPLE
mdp.39015026813462,In the service of old age : the welfare of psychogeriatric patients.,1970,"Whitehead, Tony, 1926-",1,1,SAMPLE
mdp.39015002434416,Attention and interpretation; a scientific approach to insight in psycho-analysis and groups / W. R. Bion.,1970,"Bion, Wilfred R. 1897-1979.",1,1,SAMPLE
mdp.39015000883549,"Carl Rogers on encounter groups, by Carl R. Rogers.",1970,"Rogers, Carl R. 1902-1987.",1,1,SAMPLE
mdp.39015000886856,Case studies in schizophrenia / [by] Clarence G. Schulz and Rose K. Kilgalen.,1970,"Schulz, Clarence G.",1,1,SAMPLE
mdp.39015023250064,"The paranoid / [by] David W. Swanson, Philip J. Bohnert [and] Jackson A. Smith.",1970,"Swanson, David W., 1930-",1,1,SAMPLE
mdp.39015000256928,The psychology of melancholy.,1970,"Ostow, Mortimer.",1,1,SAMPLE
mdp.39015012578947,Self-love.,1970,"Gordon, David Cole.",1,1,SAMPLE
mdp.39015013203461,"Textbook of vectorcardiography / [by] Richard J. Kennedy, Philip Varriale [and] Joseph C. Alfenito.",1970,"Kennedy, Richard J.",1,1,SAMPLE
mdp.39015000892904,"Principles and techniques of cardiac pacing [by] Seymour Furman [and] Doris J. W. Escher, with a chapter by Byron Parker.",1970,"Furman, Seymour.",1,1,SAMPLE
mdp.39015002420019,Liver pathophysiology; its relevance to human disease [by] Charles S. Davidson.,1970,"Davidson, Charles S. 1910-2000.",1,1,SAMPLE
mdp.39015002421116,Urologic nursing / [by] John G. Keuhnelian [and] Virginia E. Sanders.,1970,"Keuhnelian, John G., 1927-",1,1,SAMPLE
mdp.39015000873318,"New hope for the childless couple; the causes and treatment of infertility, by Sherwin A. Kaufman.",1970,"Kaufman, Sherwin A.",1,1,SAMPLE
mdp.39015000318231,Introduction to the musculoskeletal system / [by] Cornelius Rosse [and] D. Kay Clawson ; Associate authors and editors ; russell Ross [and others.,1970,"Rosse, Cornelius.",1,1,SAMPLE
uc1.b4127603,"Techniques of patient care; a manual of bedside procedures for students, interns, and residents [by] Clarence E. Zimmerman. Foreword by Francis D. Moore. Illus. by Tehrie Holden.",1970,"Zimmerman, Clarence E., 1935-",1,1,SAMPLE
mdp.39015000797848,"Woman's choice : a guide to contraception, fertility, abortion, and menopause / by Robert H. Glass [and] Nathan G. Kase.",1970,"Glass, Robert H., 1932-",1,1,SAMPLE
mdp.39015000785785,Expectant motherhood / by Nicholson J. Eastman and Keith P. Russell.,1970,"Eastman, Nicholson J. 1895-1973.",1,1,SAMPLE
mdp.39015063585577,The right to abortion; a psychiatric view.,1970,Group for the Advancement of Psychiatry. Committee on Psychiatry and Law.,1,1,SAMPLE
mdp.39015002605916,Perceptual and motor development in infants and children.,1970,"Cratty, Bryant J.",1,1,SAMPLE
mdp.39015000799174,Crisis in child mental health: challenge for the 1970's; report.,1970,Joint Commission on Mental Health of Children.,1,1,SAMPLE
mdp.39015007405130,Dentistry and its victims.,1970,"Revere, Paul, D.D.S.",1,1,SAMPLE
mdp.39015003231845,Principles and practice of intravenous therapy.,1970,"Plumer, Ada Lawrence.",1,1,SAMPLE
mdp.39015015095725,"The pharmacological basis of therapeutics; a textbook of pharmacology, toxicology, and therapeutics for physicians and medical students. Edited by Louis S. Goodman and Alfred Gilman.",1970,"Goodman, Louis S. 1906-2000.",1,1,SAMPLE
mdp.39015003225359,Neuropsychopharmacology and the affective disorders / [by] Joseph J. Schildkraut.,1970,"Schildkraut, Joseph J., 1934-",1,1,SAMPLE
mdp.39015003205005,"Medicines for man : the development, regulation, and use of prescription drugs / [by] Harry F. Dowling.",1970,"Dowling, Harry F. 1904-2000.",1,1,SAMPLE
mdp.39015000814106,Legal foundations of nursing practice [by] Irene A. Murchison [and] Thomas S. Nichols.,1970,"Murchison, Irene A.",1,1,SAMPLE
mdp.39015000844798,Clinical nursing: pathophysiological & psychosocial approaches / [by] Irene L. Beland ; Contributors ; esther H. Read [and others].,1970,"Beland, Irene L.",1,1,SAMPLE
mdp.39015004418136,"Technical nursing of the adult : medical, surgical, and psychiatric approaches / [by] Sandra B. Fielo [and] Sylvia C. Edge.",1970,"Fielo, Sandra B.",1,1,SAMPLE
mdp.39015074085591,Behavioral components of patient care / [by] John V. Gorton.,1970,"Gorton, John V.",1,1,SAMPLE
mdp.39015000264567,"The professional nurse : orientation, roles, and responsibilities / [by] Kathleen K. Guinee.",1970,"Guinée, Kathleen K.",1,1,SAMPLE
mdp.39015000807977,A correlative study guide for neuroanatomy [by] James L. Hall [and] Albert O. Humbertson. -,1970,"Hall, James L.",1,1,SAMPLE
mdp.39015003818450,"Law, medicine, and forensic science [by] William J. Curran [and] E. Donald Shapiro.",1970,"Curran, William J.",1,1,SAMPLE
mdp.39015002440009,Human sexual inadequacy [by] William H. Masters [and] Virginia E. Johnson.,1970,"Masters, William H.",1,1,SAMPLE
mdp.39015003242826,Manual of refraction [by] Albert E. Sloane.,1970,"Sloane, Albert E.",1,1,SAMPLE
uc1.$b784771,Divine disobedience: profiles in Catholic radicalism.,1970,"Gray, Francine du Plessix.",1,1,SAMPLE
mdp.39015026246184,Christopher Devlin. [By] Madeleine Devlin.,1970,"Devlin, Madeleine, Baroness Devlin, 1909-",1,1,SAMPLE
uc1.$b784668,Black priest/white church; Catholics and racism.,1970,"Lucas, Lawrence, 1933-",1,1,SAMPLE
uc1.$b785833,As I live and breathe; stages of an autobiography.,1970,"Boyd, Malcolm, 1923-",1,1,SAMPLE
mdp.39015010352006,Puritanism in Tudor England [by] H. C. Porter.,1970,"Porter, H. C.",1,1,SAMPLE
txu.059173018242900,"From reconquest to empire; the Iberian background to Latin American history. Edited with an introd. by H. B. Johnson, Jr.",1970,"Johnson, H. B. 1931-",1,1,SAMPLE
mdp.39015005516169,Renaissance studies / by Wallace K. Ferguson.,1970,"Ferguson, Wallace Klippert, 1902-",1,1,SAMPLE
mdp.39015002998568,The passing of the modern age [by] John Lukacs.,1970,"Lukacs, John, 1924-",1,1,SAMPLE
mdp.39015014264298,"Introductory readings in archaeology, edited by Brian M. Fagan.",1970,"Fagan, Brian M.",1,1,SAMPLE
uc1.b4967089,Shipwrecks and archaeology; the unharvested sea.,1970,"Throckmorton, Peter.",1,1,SAMPLE
mdp.39015025921613,Family portrait.,1970,"Bowen, Catherine Drinker, 1897-1973.",1,1,SAMPLE
mdp.39015002973777,"My several lives; memoirs of a social inventor, by James B. Conant.",1970,"Conant, James Bryant, 1893-1978",1,1,SAMPLE
mdp.39015003477562,Under the receding wave [by] C. P. Curran. Period photos. specially prepared by George Morrison. -,1970,"Curran, C. P.",1,1,SAMPLE
mdp.39015003977942,"The Africa reader, edited and with introd. by Wilfred Cartey and Martin Kilson.",1970,"Cartey, Wilfred G., 1931-",1,1,SAMPLE
mdp.39015014569290,Wolves in the city; the death of French Algeria.,1970,"Henissart, Paul.",1,1,SAMPLE
mdp.39015046840354,Black Africa; its peoples and their cultures today.,1970,"Middleton, John, 1921-2009.",1,1,SAMPLE
mdp.39015026523210,"Electrical engineering; a history of the men and the ideas, by P. W. Kingsford.",1970,"Kingsford, Peter.",1,1,SAMPLE
mdp.39015021263440,"Passenger cars, 1863-1904, by T. R. Nicholson. Illustrated by John W. Wood [and others.",1970,"Nicholson, T. R. 1930-",1,1,SAMPLE
mdp.39015002871658,Military justice is to justice as military music is to music.,1970,"Sherrill, Robert.",1,1,SAMPLE
mdp.39015008219464,"Infantry uniforms, including artillery and other supporting troops of Britain and the Commonwealth, 1742-1855, in color, by Robert and Christopher Wilkinson-Latham. Illustrated by Jack Cassin-Scott.",1970,"Wilkinson-Latham, Robert.",1,1,SAMPLE
mdp.39015011364745,Efficiency in death: the manufacturers of anti-personnel weapons.,1970,Council on Economic Priorities.,1,1,SAMPLE
mdp.39015008400627,European culture and overseas expansion [by] Carlo M. Cipolla.,1970,"Cipolla, Carlo M.",1,1,SAMPLE
uc1.32106006151630,The unheavenly city; the nature and future of our urban crisis.,1970,"Banfield, Edward C.",1,1,SAMPLE
mdp.39015001993594,The philosophical foundations of education [compiled by] Steven M. Cahn.,1970,"Cahn, Steven M.",1,1,SAMPLE
uc1.b5012158,The case against floating exchanges.,1970,"Einzig, Paul, 1897-1973.",1,1,SAMPLE
mdp.39015035120149,The price of economic freedom : a guide to flexible rates.,1970,"Brittan, Samuel.",1,1,SAMPLE
mdp.39015005198083,The professional radical; conversations with Saul Alinsky [by] Marion K. Sanders.,1970,"Alinsky, Saul David, 1909-1972.",1,1,SAMPLE
mdp.39015010126061,A guide to volunteer services.,1970,"David, Anne.",1,1,SAMPLE
mdp.39015005198422,The enemies of the poor [by] James J. Graham.,1970,"Graham, James J.",1,1,SAMPLE
mdp.39015000853856,The marijuana smokers.,1970,"Goode, Erich.",1,1,SAMPLE
uc1.b3916510,The social reality of crime.,1970,"Quinney, Richard.",1,1,SAMPLE
mdp.39015010344904,The politics of local justice / Edited by James R. Klonoski [and] Robert I. Mendelsohn.,1970,"Klonoski, James R. 1925-",1,1,SAMPLE
mdp.39015003906685,The frying pan: a prison and its prisoners.,1970,"Parker, Tony.",1,1,SAMPLE
mdp.39015004717883,The politics of Federal courts; lower courts in the United States [by] Richard J. Richardson [and] Kenneth N. Vines.,1970,"Richardson, Richard J.",1,1,SAMPLE
mdp.39015013497188,The minority party in Congress [by] Charles O. Jones.,1970,"Jones, Charles O.",1,1,SAMPLE
mdp.39015051138538,The cabinet; political authority in Britain [by] Patrick Gordon Walker.,1970,"Gordon Walker, Patrick Chrestien.",1,1,SAMPLE
mdp.39076005976233,Politics and society in the USSR [by] David Lane.,1970,"Lane, David, 1933-",1,1,SAMPLE
mdp.39015012300664,The strategy and tactics of the people's republic of Nigeria.,1970,"Awolowo, Obafemi, 1909-1987.",1,1,SAMPLE
mdp.39015014220845,"The metropolis; its people, politics, and economic life [by] John C. Bollens [and] Henry J. Schmandt.",1970,"Bollens, John C. 1920-1983.",1,1,SAMPLE
mdp.39015005918902,A short history of the printed word.,1970,"Chappell, Warren, 1904-1991.",1,1,SAMPLE
mdp.39015009176762,Books that changed America.,1970,"Downs, Robert B. 1903-1991.",1,1,SAMPLE
uc1.$b784966,"The meaning of Henry Ward Beecher; an essay on the shifting values of mid-Victorian America, 1840-1870 [by] William G. McLoughlin.",1970,"McLoughlin, William Gerald.",1,1,SAMPLE
mdp.39015048986346,The end of the twentieth century?,1970,"King-Hele, Desmond, 1927-",1,1,SAMPLE
mdp.39015046341692,The nation killers: the Soviet deportation of nationalities.,1970,"Conquest, Robert.",1,1,SAMPLE
mdp.39015005495349,The revolutions in Spanish America; the independence movements of 1808-1825.,1970,"Prago, Albert.",1,1,SAMPLE
mdp.39015015193967,Community control of schools [by] Harold W. Pfautz [and others] Henry M. Levin editor.,1970,"Brookings Conference on the Community School, Brookings Institution, 1968.",1,1,SAMPLE
uc1.$b183826,"The Parsons College bubble; a tale of higher education in America, by James D. Koerner.",1970,"Koerner, James D.",1,1,SAMPLE
mdp.39015009097695,Oxford now and then [by] Dacre Balsdon.,1970,"Balsdon, J. P. V. D. 1901-1977.",1,1,SAMPLE
mdp.39076006079284,The unconscious Beethoven. With an introd. by Irving Kolodin.,1970,"Newman, Ernest, 1868-1959.",1,1,SAMPLE
mdp.39015007876413,The world of Duke Ellington.,1970,"Dance, Stanley.",1,1,SAMPLE
uc1.b4324256,The NDM principle of relative music [by] Avenir H. de Monfred. Introd. by Nicolas Slonimsky. Foreword by Joseph Yasser,1970,"Monfred, Avenir de, 1903-1974.",1,1,SAMPLE
mdp.39015002007485,Introductory soil mechanics and foundations [by] George B. Sowers [and] George F. Sowers.,1970,"Sowers, George B.",1,1,SAMPLE
uc1.31822014302632,The year of the seal [by] Victor B. Scheffer. Illus. by Leonard Everett Fisher,1970,"Scheffer, Victor B",1,1,SAMPLE
mdp.39015005849172,The social behavior of animals [by] Stuart J. Dimond.,1970,"Dimond, Stuart J.",1,1,SAMPLE
mdp.39015000804412,The tyranny of noise.,1970,"Baron, Robert Alex.",1,1,SAMPLE
mdp.39015023283388,The first to fly; aviation's pioneer days.,1970,"Harris, Sherwood.",1,1,SAMPLE
mdp.39015006088242,"The way of a ship; being some account of the ultimate development of the ocean-going square-rigged sailing vessel, and the manner of her handling, her voyage-making, her personnel, her economics, her performance, and her end, by Alan Villiers. Illustrated with the author's photos., and diagrs. and drawings by Harold A. Underhill.",1970,"Villiers, Alan, 1903-1982.",1,1,SAMPLE
mdp.39015000858707,The theory and practice of group psychotherapy [by] Irvin D. Yalom.,1970,"Yalom, Irvin D., 1931-",1,1,SAMPLE
mdp.39015010127986,"Sanity, madness, and the family; families of schizophrenics [by] R.D. Laing and A. Esterson.",1970,"Laing, R. D. 1927-1989.",1,1,SAMPLE
mdp.39015012614171,Calcium and cellular function; [papers] Edited by A. W. Cuthbert.,1970,Symposium on Calcium and Cellular Function (1969 : Imperial College of Science and Technology),1,1,SAMPLE
